kappa,FCR,rg,Prediction
0.711304277,0.72,19.55631256,Baja
0.713701457,0.81,19.28021431,Baja
0.705609381,0.3,22.00501204,Baja
0.701761097,0.56,22.49322176,Baja
0.700771451,0.32,27.7060318,Alta
0.709775001,0.55,19.67114449,Baja
0.708833009,0.92,18.71793151,Baja
0.708854228,0.69,21.52512789,Baja
0.715742707,0.33,24.89262581,Alta
0.708711892,0.84,19.26623106,Baja
0.722463459,0.37,20.56216002,Baja
0.707729816,0.58,20.08459568,Baja
0.713004351,0.98,19.62964058,Baja
0.714179039,0.36,20.89357138,Baja
0.711123168,0.53,21.17319107,Baja
0.712673008,0.4,23.4664011,Baja
0.720719099,0.83,19.00569797,Baja
0.721618623,0.25,23.10189247,Alta
0.718730658,0.3,22.61374474,Baja
0.720626652,0.86,19.44556952,Baja
0.731497437,0.64,19.91139174,Baja
0.735857338,0.83,18.91084313,Baja
0.728014886,0.77,19.1408968,Baja
0.729152203,0.93,22.43073702,Baja
0.734769017,0.84,18.73690367,Baja
0.723232925,0.55,19.29891229,Baja
0.725149691,0.58,23.87153864,Baja
0.727110177,0.62,21.81434155,Baja
0.737079948,0.74,18.89607906,Baja
0.742377162,0.66,19.54167962,Baja
0.72949937,0.56,20.08104801,Baja
0.735138506,0.97,20.16658783,Baja
0.73218891,0.98,19.03397799,Baja
0.737743437,0.65,19.88665342,Baja
0.738647878,0.75,19.59673166,Baja
0.733571678,0.53,20.91085911,Baja
0.738986522,0.71,19.96210575,Baja
0.737942725,0.41,21.76322222,Baja
0.74217689,0.76,19.02284145,Baja
0.751639575,0.23,20.99985838,Baja
0.738111913,0.99,19.08980131,Baja
0.748292178,0.66,19.12726641,Baja
0.747823477,0.83,20.00481129,Baja
0.744743854,0.86,19.3963182,Baja
0.752024144,0.89,20.42216539,Baja
0.747681081,0.27,23.03175688,Alta
0.757804334,0.42,23.10964823,Baja
0.75081858,0.26,24.26006794,Alta
0.747787386,0.45,19.00153518,Baja
0.764506042,0.37,21.00224972,Baja
0.763007134,0.93,18.31753492,Baja
0.747690916,0.6,19.55032468,Baja
0.760239184,0.79,19.54194307,Baja
0.751998991,0.45,21.79286242,Baja
0.767528325,0.61,19.1940999,Baja
0.759093285,0.27,21.25193357,Baja
0.768727571,0.82,19.2899096,Baja
0.753559619,0.23,21.82757854,Alta
0.754374295,0.97,19.21027184,Baja
0.758706599,0.38,20.98036766,Baja
0.765540481,0.24,22.75105238,Alta
0.763599396,0.28,21.0059762,Baja
0.763576925,0.91,19.12044764,Baja
0.774013847,0.42,21.9242382,Baja
0.771809965,0.71,19.43790555,Baja
0.76119253,0.5,19.46908236,Baja
0.768211424,0.62,20.69362402,Baja
0.782081842,0.53,20.66949368,Baja
0.770993054,0.42,22.46404648,Baja
0.774871439,0.81,18.92740965,Baja
0.77008763,0.57,20.50058126,Baja
0.774657398,0.5,20.64110756,Baja
0.770070225,0.27,22.00843334,Alta
0.776974976,0.34,21.63626909,Baja
0.774015278,0.71,18.49431992,Baja
0.771783143,0.55,20.7888341,Baja
0.775858015,0.5,21.89888239,Baja
0.775915176,0.24,21.39548302,Alta
0.781659037,0.65,20.51514864,Baja
0.776399285,0.7,19.85680699,Baja
0.787589937,0.71,20.74893713,Baja
0.79601416,0.26,21.2082243,Alta
0.797646135,0.56,19.74943399,Baja
0.792342752,0.92,18.7428546,Baja
0.797264695,0.45,19.33781981,Baja
0.782097071,0.82,20.35765171,Baja
0.792169511,0.9,19.57750201,Baja
0.793593615,0.32,22.64251232,Baja
0.801652759,0.66,21.23296022,Baja
0.789917648,0.46,25.10953188,Baja
0.792858779,0.93,18.97783279,Baja
0.806126893,0.36,24.18823242,Alta
0.805662245,0.69,18.96324039,Baja
0.807973713,0.83,19.43884611,Baja
0.805070609,0.83,21.18799448,Baja
0.795990437,0.47,19.28388834,Baja
0.807983726,0.52,20.05151987,Baja
0.796126425,0.41,22.95555115,Baja
0.79606542,0.9,18.23610067,Baja
0.802194625,0.92,19.45258617,Baja
0.806292176,0.65,19.27681684,Baja
0.800011307,0.42,19.79219675,Baja
0.807737261,0.58,18.95263314,Baja
0.800731659,0.58,21.63530827,Baja
0.805641294,0.95,18.70980501,Baja
0.820701599,0.51,22.27256298,Baja
0.805650324,0.78,18.67929935,Baja
0.818224341,0.84,18.49966407,Baja
0.805761755,0.45,19.24511671,Baja
0.810657144,0.56,21.41591311,Baja
0.814345896,0.35,20.07361174,Baja
0.809942186,0.86,19.19107795,Baja
0.816330433,0.36,20.1925087,Baja
0.809401423,0.74,19.03743267,Baja
0.813153327,0.6,18.89453411,Baja
0.8240197,0.54,19.56323981,Baja
0.816325575,1,18.31602573,Baja
0.828183353,0.36,22.61391163,Baja
0.815377653,0.45,22.97333479,Baja
0.832060546,0.33,20.79329014,Baja
0.828198791,0.24,21.9569993,Alta
0.819903761,0.31,19.99666929,Baja
0.818323493,0.84,18.67611885,Baja
0.827237725,0.33,20.23080349,Baja
0.823826551,0.84,18.20069075,Baja
0.83232379,0.74,19.02096033,Baja
0.830977499,0.3,20.38979292,Baja
0.838695198,0.72,18.66958976,Baja
0.828103572,0.88,19.24052477,Baja
0.828770101,0.46,21.29946232,Baja
0.834271014,0.26,25.92054367,Alta
0.834141016,0.36,26.30943775,Alta
0.836907625,0.86,18.57570052,Baja
0.844606757,0.47,20.63688517,Baja
0.840835065,0.41,21.07919455,Baja
0.844917297,0.83,19.8712039,Baja
0.83236587,0.85,19.53759909,Baja
0.845032454,0.97,19.875741,Baja
0.851350635,0.65,18.82390976,Baja
0.84251067,0.96,19.58751559,Baja
0.850645155,0.97,18.47086191,Baja
0.854178846,0.97,20.38072586,Baja
0.854101419,0.48,20.16322613,Baja
0.849724412,0.27,21.43239021,Alta
0.850659758,0.91,19.16973352,Baja
0.843797714,0.51,19.11271572,Baja
0.842940837,0.34,22.19467163,Baja
0.848999321,0.21,23.24853897,Alta
0.844808161,0.37,25.62659502,Alta
0.857395709,0.81,19.11515236,Baja
0.846443504,0.39,20.24231672,Baja
0.859004378,0.34,20.41901588,Baja
0.854409993,0.6,19.85577822,Baja
0.857651293,0.49,22.38776445,Baja
0.862021029,1,19.26237226,Baja
0.86919108,0.76,19.97535586,Baja
0.864731282,0.51,20.9474206,Baja
0.86033839,0.73,19.13030863,Baja
0.865860939,0.47,19.989115,Baja
0.856822819,0.39,25.36635399,Alta
0.861907125,0.46,20.46350479,Baja
0.873874217,0.68,19.03119683,Baja
0.863366902,0.55,19.36019778,Baja
0.863169849,0.49,19.74839807,Baja
0.867710024,0.43,18.97994757,Baja
0.867480069,0.64,20.1895237,Baja
0.866379797,0.98,18.65686774,Baja
0.87107119,0.97,19.43477631,Baja
0.87261644,0.25,24.33360815,Alta
0.867675722,0.37,20.70828915,Baja
0.868856251,0.97,18.16649199,Baja
0.870182633,0.35,20.03453016,Baja
0.878403842,0.26,20.33187866,Alta
0.881408751,0.44,20.72410107,Baja
0.88673386,0.97,18.75293493,Baja
0.872531205,0.67,18.80614519,Baja
0.886081964,0.3,19.99109268,Baja
0.878337771,0.2,26.28303528,Alta
0.88232106,0.62,19.99265432,Baja
0.878865749,0.68,19.26050901,Baja
0.881273717,0.29,20.82334042,Alta
0.8923859,0.43,20.78696251,Baja
0.890289217,0.9,20.44438601,Baja
0.883165598,0.64,21.07960939,Baja
0.881252736,0.82,18.70258331,Baja
0.883165479,0.24,21.89565659,Alta
0.89288038,0.31,20.94533682,Alta
0.893229693,0.54,21.22748852,Baja
0.892158389,0.76,18.54080915,Baja
0.889531046,0.41,20.2025342,Baja
0.895375639,0.42,20.30184984,Baja
0.894670397,0.94,18.70879889,Baja
0.890090466,0.56,24.49257851,Baja
0.902483791,0.71,18.64939451,Baja
